date,moeny
2021/3/12-2021/3/18,212400.88628913037
2021/3/19-2021/3/25,269631.09748272866
2021/3/26-2021/4/1,261596.09077774332
2021/4/6-2021/4/12,318501.66741447826
2021/4/13-2021/4/19,318501.66741447826
2021/4/20-2021/4/26,318501.66741447826
2021/4/27-2021/5/4,309010.3177255268
2021/5/5-2021/5/11,330365.5102731798
2021/5/12-2021/5/18,320520.618067039
2021/5/19-2021/5/25,384602.5548850901
2021/5/26-2021/6/2,384602.5548850901
2021/6/3-2021/6/9,373141.3987495143
2021/6/10-2021/6/16,395177.14357242687
2021/6/17-2021/6/23,395177.14357242687
2021/6/24-2021/6/30,395177.14357242687
2021/7/1-2021/7/7,383400.8646939685
2021/7/8-2021/7/14,391722.8096859037
2021/7/15-2021/7/21,380049.4699572638
2021/7/22-2021/7/28,382040.1295843411
2021/7/29-2021/8/4,370655.3337227277
2021/8/5-2021/8/11,427957.7759577222
2021/8/12-2021/8/18,427957.7759577222
2021/8/19-2021/8/25,427957.7759577222
2021/8/26-2021/9/2,427957.7759577222
2021/9/3-2021/9/9,415204.6342341821
