date,open,high,low,close,value
2017/2/2,983.42,1030.999413,983.42,1030.999413,502162992.0
2017/2/5,1034.07,1050.11,1024.01375,1050.11,371977008.0
2017/2/8,1052.84,1052.84,976.103,999.1035,799527008.0
2017/2/11,997.59,1000.604625,997.59,999.877375,270398000.0
2017/2/14,1001.2,1035.208125,1001.2,1035.208125,349982400.0
2017/2/17,1035.2,1056.637138,1035.2,1052.779286,312970800.0
2017/2/20,1050.87,1123.788429,1050.87,1123.223188,432446992.0
2017/2/23,1130.01,1174.86625,1130.01,1150.605714,660174000.0
2017/2/26,1150.37,1190.75195,1150.37,1187.565286,433012000.0
2017/3/1,1190.89,1285.14,1190.89,1285.14,913071008.0
2017/3/4,1287.0,1287.0,1270.9333,1275.197375,471053992.0
2017/3/7,1279.5,1279.5,1157.3933,1192.469143,836142016.0
2017/3/10,1192.09,1227.494625,1179.159875,1227.494625,1074291968.0
2017/3/13,1227.68,1257.399625,1227.68,1257.399625,923387984.0
2017/3/16,1257.0,1257.0,952.2323625,952.2323625,1966468992.0
2017/3/19,967.69,1118.630043,967.69,1118.630043,1030568992.0
2017/3/22,1113.0,1113.0,941.9197143,941.9197143,1120419008.0
2017/3/25,927.93,1037.22925,927.93,1037.22925,1112006016.0
2017/3/28,1041.04,1041.04,1037.90455,1037.90455,977758976.0
2017/3/31,1034.74,1099.169125,1034.74,1099.169125,1251108000.0
2017/4/3,1079.99,1141.600363,1079.99,1133.079314,1431538048.0
2017/4/6,1133.53,1190.45425,1133.53,1181.149838,1037556032.0
2017/4/9,1184.03,1226.617038,1184.03,1226.617038,674408016.0
2017/4/12,1219.09,1219.09,1180.023713,1185.260057,895498016.0
2017/4/15,1170.36,1205.634875,1170.36,1205.634875,639996016.0
2017/4/18,1176.97,1241.686325,1176.97,1241.686325,873692992.0
2017/4/21,1236.63,1261.311225,1236.63,1257.988113,780438016.0
2017/4/24,1240.84,1309.109875,1240.84,1309.109875,807993008.0
2017/4/27,1288.02,1334.979038,1288.02,1334.979038,1399391968.0
2017/4/30,1333.0,1452.076288,1333.0,1452.076288,1604076992.0
2017/5/3,1447.55,1533.335071,1447.55,1533.335071,2463380928.0
2017/5/6,1518.75,1640.619225,1518.75,1640.619225,3002879936.0
2017/5/9,1651.1,1820.990563,1651.1,1820.990563,2883132992.0
2017/5/12,1829.0,1829.0,1771.920013,1776.3165,1757815008.0
2017/5/15,1780.0,1807.485063,1739.031975,1807.485063,2755304000.0
2017/5/18,1783.98,2052.909788,1783.98,2052.909788,3012947008.0
2017/5/21,2008.84,2287.710288,2008.84,2287.710288,4468829952.0
2017/5/24,2256.32,2387.206286,2211.976857,2211.976857,5895560064.0
2017/5/27,2279.82,2279.82,2192.9808,2275.9307,3842244992.0
2017/5/30,2290.02,2399.242671,2285.933914,2399.242671,4641980032.0
2017/6/2,2409.93,2525.765158,2409.93,2516.173143,4187100032.0
2017/6/5,2529.53,2883.313697,2529.53,2664.920863,4976629888.0
2017/6/8,2683.03,2845.372857,2683.03,2845.372857,4649010048.0
2017/6/11,2898.63,2898.63,2657.675063,2748.185086,6103130112.0
2017/6/14,2706.0,2706.0,2442.48025,2464.959814,4918009984.0
2017/6/17,2477.94,2617.210263,2477.94,2617.210263,4160009984.0
2017/6/20,2600.0,2727.288013,2600.0,2727.288013,4578709888.0
2017/6/23,2713.48,2713.48,2512.366286,2512.366286,3105169024.0
2017/6/26,2502.03,2585.349186,2502.03,2585.349186,4336939904.0
2017/6/29,2558.3,2558.3,2477.641375,2501.191343,2590166016.0
2017/7/2,2421.26,2599.729838,2421.26,2599.729838,2753375040.0
2017/7/5,2598.89,2609.96775,2491.201214,2491.201214,2620934976.0
2017/7/8,2502.86,2536.238938,2366.170143,2366.170143,2372385984.0
2017/7/11,2327.09,2385.748571,2327.09,2354.783417,3282940032.0
2017/7/14,2338.49,2338.49,1931.2143,1931.2143,3058980992.0
2017/7/17,1910.96,2320.12225,1910.96,2264.7657,3959310080.0
2017/7/20,2265.21,2807.609857,2265.21,2807.609857,4915840000.0
2017/7/23,2825.51,2825.51,2560.997917,2560.997917,3399403968.0
2017/7/26,2564.3,2781.636583,2564.3,2781.636583,3106608000.0
2017/7/29,2784.8,2866.431667,2745.955417,2866.431667,2370263936.0
2017/8/1,2862.9,2862.9,2693.633983,2794.117717,3224416960.0
2017/8/4,2790.0,3252.562533,2790.0,3252.562533,4052849984.0
2017/8/7,3210.2,3457.374333,3210.2,3357.326317,4704000000.0
2017/8/10,3340.28,3852.802914,3340.28,3852.802914,5755889920.0
2017/8/13,3868.52,4282.992,3868.52,4217.028329,8880229888.0
2017/8/16,4179.97,4328.725717,4130.440067,4130.440067,7767109888.0
2017/8/19,4104.71,4157.958033,4043.722,4043.722,7886480128.0
2017/8/22,3986.28,4340.316717,3986.28,4340.316717,8171809792.0
2017/8/25,4331.77,4360.513317,4331.77,4354.308333,4777040000.0
2017/8/28,4339.05,4607.98545,4339.05,4594.98785,6383260032.0
2017/8/31,4582.52,4911.740017,4580.38748,4580.38748,7266149888.0
2017/9/3,4585.57,4585.57,4344.098317,4488.72014,7618489984.0
2017/9/6,4385.02,4654.6585,4310.750183,4310.750183,6717610240.0
2017/9/9,4312.26,4329.955,4248.090017,4248.090017,4622650112.0
2017/9/12,4198.59,4198.59,3319.63,3319.63,6800249984.0
2017/9/15,3216.43,3763.62604,3216.43,3746.060783,7205619840.0
2017/9/18,3678.53,3977.561667,3678.53,3977.561667,4721020032.0
2017/9/21,3894.48,3894.48,3637.50255,3776.3869,3534424000.0
2017/9/24,3777.62,3942.555,3777.62,3910.307383,3185965056.0
2017/9/27,3881.0,4201.98905,3881.0,4193.574667,4766249984.0
2017/9/30,4164.27,4386.88375,4164.27,4386.88375,3847390080.0
2017/10/3,4394.07,4394.07,4225.175,4338.852,3566560000.0
2017/10/6,4318.58,4602.280883,4318.58,4602.280883,3290737920.0
2017/10/9,4605.66,4819.485767,4605.66,4819.485767,4788159872.0
2017/10/12,4822.17,5739.438733,4822.17,5739.438733,8076120192.0
2017/10/15,5825.99,5825.99,5603.71294,5603.71294,5805680000.0
2017/10/18,5594.66,5979.45984,5594.66,5979.45984,6534239872.0
2017/10/21,5986.44,5986.44,5876.079867,5876.079867,6643570048.0
2017/10/24,5900.59,5900.59,5669.622533,5893.138417,6607729920.0
2017/10/27,5889.82,6155.43402,5776.69695,6155.43402,5973090048.0
2017/10/30,6136.49,6665.306683,6136.49,6665.306683,6953850112.0
2017/11/2,6751.98,7437.543317,6751.98,7437.543317,10507430400.0
2017/11/5,7365.99,7365.99,6989.071667,7092.127233,7818650112.0
2017/11/8,7128.64,7158.03706,6719.39785,6719.39785,13036699904.0
2017/11/11,6569.22,6569.22,5716.301583,6550.227533,20129280000.0
2017/11/14,6493.63,7815.0307,6493.63,7815.0307,12521799936.0
2017/11/17,7868.77,8007.654067,7817.140383,8007.654067,11468179968.0
2017/11/20,8049.72,8268.035,8049.72,8268.035,11399590144.0
2017/11/23,8236.72,8707.407267,8236.72,8707.407267,13625850112.0
2017/11/26,8768.8,9952.50882,8768.8,9952.50882,17477720064.0
2017/11/29,9919.0,10883.912,9919.0,10883.912,26662609408.0
2017/12/2,10879.88,11584.83,10879.88,11584.83,17879219712.0
2017/12/5,11591.22,16501.97167,11591.22,16501.97167,37502259712.0
2017/12/8,16860.88,16860.88,14869.805,14869.805,48480599040.0
2017/12/11,15068.95,17276.39333,15068.95,16808.36667,39734599680.0
2017/12/14,16252.31,19498.68333,16252.31,19498.68333,40827999232.0
2017/12/17,19279.9,19279.9,17737.11167,17737.11167,45048599552.0
2017/12/20,17382.94,17382.94,15190.945,15190.945,60864299008.0
2017/12/23,13776.61,14119.02833,13776.61,14119.02833,35322999808.0
2017/12/26,13740.94,15589.32167,13740.94,14380.58167,38278400000.0
2017/12/29,14214.01,14214.01,13215.574,14165.575,39614399488.0
2018/1/1,13796.0,15053.26167,13796.0,15053.26167,44009700352.0
2018/1/4,15039.24,17319.198,15039.24,17319.198,63938699264.0
2018/1/7,17155.95,17155.95,14714.25333,14714.25333,50939899904.0
2018/1/10,14437.42,14437.42,13296.794,13912.882,47100600320.0
2018/1/13,13791.19,14012.196,13791.19,14012.196,36598499328.0
2018/1/16,13554.14,13554.14,11116.94667,11345.42333,52704799744.0
2018/1/19,11174.82,12950.79333,11174.82,11505.228,32477280256.0
2018/1/22,11513.42,11513.42,11223.064,11282.25833,30138999808.0
2018/1/25,11392.03,11524.77667,10969.815,11524.77667,26202639360.0
2018/1/28,11431.37,11431.37,10184.06167,10184.06167,24095579648.0
2018/1/31,10082.52,10082.52,8901.901667,8901.901667,30727460352.0
2018/2/3,8852.73,8852.73,6838.816667,6838.816667,23622629888.0
2018/2/6,6925.46,8240.536667,6925.46,8240.536667,32515830784.0
2018/2/9,8245.08,8343.455,8245.08,8343.455,20687970304.0
2018/2/12,8068.02,9334.633333,8068.02,9334.633333,19862979584.0
2018/2/15,9471.64,10841.99167,9471.64,10841.99167,25019580416.0
2018/2/18,11085.83,11390.39167,11085.83,11390.39167,26322639872.0
2018/2/21,11245.98,11245.98,9931.071667,10162.11667,25184919552.0
2018/2/24,10171.3,10348.60333,9696.593333,10348.60333,19912560128.0
2018/2/27,10319.46,11009.38167,10319.46,11009.38167,21219649536.0
2018/3/2,10931.12,11430.18167,10931.12,11430.18167,20395310080.0
2018/3/5,11516.83,11516.83,10118.058,10118.058,22098619904.0
2018/3/8,9920.46,9920.46,8746.002,8746.002,21276600320.0
2018/3/11,8777.37,9182.843333,8777.37,9154.7,18744909824.0
2018/3/14,9153.54,9153.54,8358.121667,8530.402,18562039808.0
2018/3/17,8297.89,8412.033333,8171.415,8412.033333,17794449920.0
2018/3/20,8605.64,8947.753333,8605.64,8690.408333,17935309824.0
2018/3/23,8725.37,8725.37,8617.296667,8617.296667,16188600320.0
2018/3/26,8457.96,8457.96,7876.195,7960.38,16234579968.0
2018/3/29,7950.61,7950.61,6882.531667,6935.48,17204009472.0
2018/4/1,6937.56,7410.435,6937.56,7410.435,14365240320.0
2018/4/4,7426.48,7426.48,6603.876667,6603.876667,14342130176.0
2018/4/7,6634.68,7017.656667,6634.68,6699.273333,12523170048.0
2018/4/10,6784.41,7847.845,6784.41,7847.845,17820890112.0
2018/4/13,7941.46,8340.748333,7941.46,8340.748333,18200370176.0
2018/4/16,8368.1,8368.1,7895.416926,8164.937426,19062099456.0
2018/4/19,8175.96,8852.718333,8175.96,8807.205,23049870336.0
2018/4/22,8930.6,9555.542,8930.6,9555.542,24233890304.0
2018/4/25,9658.11,9658.11,9010.32,9010.32,27619949568.0
2018/4/28,8928.55,9334.281667,8928.55,9259.57,25332400128.0
2018/5/1,9239.55,9639.268333,9221.426,9639.268333,25478479360.0
2018/5/4,9753.35,9803.306667,9630.136277,9630.136277,23092049920.0
2018/5/7,9631.44,9631.44,9228.608333,9322.041667,22036780032.0
2018/5/10,9310.37,9310.37,8468.788,8484.346667,22216600064.0
2018/5/13,8463.52,8652.038333,8463.52,8511.458,19936239616.0
2018/5/16,8471.06,8471.06,8106.118333,8240.055,18386940416.0
2018/5/19,8239.08,8507.406667,8239.08,8385.556187,15058449920.0
2018/5/22,8396.63,8396.63,7555.74,7566.193333,17677350400.0
2018/5/25,7576.78,7576.78,7342.908333,7361.831667,12975889664.0
2018/5/28,7344.56,7459.876667,7344.56,7385.395,15625800192.0
2018/5/31,7386.72,7645.146667,7386.72,7645.146667,14987890176.0
2018/6/3,7637.14,7637.14,7500.273333,7615.722142,14806669824.0
2018/6/6,7619.43,7676.271667,7619.43,7620.153333,13405639680.0
2018/6/9,7615.54,7615.54,6776.888333,6875.678333,14395329792.0
2018/6/12,6879.31,6879.31,6315.7,6647.013333,14845440000.0
2018/6/15,6637.41,6637.41,6464.411667,6464.411667,10253580032.0
2018/6/18,6445.79,6737.0,6445.79,6714.718333,11984869888.0
2018/6/21,6760.83,6760.83,6141.605833,6141.605833,12040300032.0
2018/6/24,6170.46,6218.595,6170.46,6218.595,13347480064.0
2018/6/27,6097.46,6107.896154,5908.7025,5908.7025,10730249984.0
2018/6/30,6223.28,6466.069167,6223.28,6466.069167,13729050112.0
2018/7/3,6626.44,6626.44,6593.289167,6603.376667,13848239872.0
2018/7/6,6555.51,6753.559167,6555.51,6753.559167,11661250048.0
2018/7/9,6724.04,6724.04,6377.363333,6377.363333,11415419904.0
2018/7/12,6403.18,6403.18,6241.0,6241.0,10499240192.0
2018/7/15,6248.84,6869.910833,6248.84,6869.910833,13973210112.0
2018/7/18,7321.62,7428.045,7321.62,7428.045,16151909888.0
2018/7/21,7334.99,7689.884167,7334.99,7689.884167,12554550016.0
2018/7/24,7715.1,8251.165,7715.1,8187.324167,18022179840.0
2018/7/27,7939.81,8206.341667,7939.81,8206.341667,13291820032.0
2018/7/30,8220.91,8220.91,7570.869167,7570.869167,15636550000.0
2018/8/2,7607.7,7607.7,7247.769167,7247.769167,13109650000.0
2018/8/5,7011.28,7011.28,6988.079167,6993.513333,12287810000.0
2018/8/8,6718.23,6718.23,6396.494667,6396.494667,13860150000.0
2018/8/11,6138.96,6347.07,6138.96,6347.07,13797080000.0
2018/8/14,6252.13,6362.676923,6252.13,6342.629231,14525570000.0
2018/8/17,6312.75,6436.720833,6312.75,6404.063333,12288680000.0
2018/8/20,6486.58,6575.229167,6401.246154,6575.229167,11710390000.0
2018/8/23,6354.57,6719.429231,6354.57,6719.429231,10836600000.0
2018/8/26,6738.27,7000.04,6719.266154,7000.04,11974440000.0
2018/8/29,7078.19,7078.19,6932.6625,6981.946154,13104780000.0
2018/9/1,7018.78,7260.949231,7018.78,7260.949231,12533350000.0
2018/9/4,7265.08,7265.08,6433.271667,6433.271667,15597570000.0
2018/9/7,6501.19,6501.19,6286.425833,6286.425833,11771630000.0
2018/9/10,6240.98,6296.320833,6240.98,6273.1375,11628240000.0
2018/9/13,6326.04,6518.655,6326.04,6518.655,11503430000.0
2018/9/16,6522.39,6522.39,6296.631667,6296.631667,11364600000.0
2018/9/19,6342.39,6669.990833,6342.39,6669.990833,15311390000.0
2018/9/22,6756.12,6756.12,6639.304167,6639.304167,12884470000.0
2018/9/25,6583.45,6583.45,6468.631667,6535.476667,13770290000.0
2018/9/28,6686.08,6686.08,6550.474167,6593.135,13380400000.0
2018/10/1,6611.02,6611.02,6470.4025,6470.4025,11867540000.0
2018/10/4,6483.73,6581.486667,6483.73,6581.486667,10769650000.0
2018/10/7,6573.62,6621.711667,6573.62,6621.711667,10866900000.0
2018/10/10,6626.85,6626.85,6248.635833,6260.530833,12752790000.0
2018/10/13,6247.0,6452.571667,6247.0,6452.571667,13520120000.0
2018/10/16,6599.17,6599.17,6568.040769,6568.040769,12087300000.0
2018/10/19,6509.61,6531.601667,6488.825833,6531.601667,10211610000.0
2018/10/22,6504.78,6508.31,6481.426,6508.31,10813680000.0
2018/10/25,6489.77,6489.77,6465.9175,6465.9175,9929850000.0
2018/10/28,6457.21,6457.21,6309.452857,6309.452857,11426200000.0
2018/10/31,6301.61,6387.674167,6301.61,6387.674167,12215510000.0
2018/11/3,6390.42,6436.965,6390.42,6436.965,12223460000.0
2018/11/6,6437.76,6538.79,6437.76,6486.251667,14306560000.0
2018/11/9,6444.97,6444.97,6378.268333,6378.268333,11991200000.0
2018/11/12,6408.53,6408.53,6176.155,6176.155,16198510000.0
2018/11/15,5756.77,5756.77,5558.243333,5558.243333,16614610000.0
2018/11/18,5572.44,5572.44,4671.97,4671.97,19627530000.0
2018/11/21,4491.98,4548.7975,4309.3375,4309.3375,15560980000.0
2018/11/24,4352.98,4352.98,3823.511667,3920.536667,17982040000.0
2018/11/27,3793.35,4263.783333,3793.35,4263.783333,19782347767.0
2018/11/30,4278.77,4278.77,4116.7775,4167.546667,16686028705.0
2018/12/3,4140.6,4140.6,3858.349167,3858.349167,15420121807.0
2018/12/6,3744.98,3744.98,3405.643333,3435.34,18018973054.0
2018/12/9,3453.66,3523.96,3426.19,3426.19,14665106775.0
2018/12/12,3407.28,3407.28,3278.374167,3278.374167,12855500948.0
2018/12/15,3242.42,3392.405,3242.42,3392.405,12705260473.0
2018/12/18,3556.54,3982.850833,3556.54,3982.850833,21649143871.0
2018/12/21,4135.19,4135.19,3910.973333,4027.478333,18963114429.0
2018/12/24,3995.17,3995.17,3813.88,3825.379167,18725723712.0
2018/12/27,3848.21,3912.285833,3743.905,3912.285833,15753432631.0
2018/12/30,3770.36,3791.545833,3752.271667,3752.271667,13756620371.0
2019/1/2,3855.88,3865.7975,3822.626667,3822.626667,14623037522.0
2019/1/5,3856.62,4036.093333,3856.62,4036.093333,15963262901.0
2019/1/8,4032.25,4034.138333,3812.585833,3812.585833,17296642326.0
2019/1/11,3646.25,3646.345833,3599.841667,3599.841667,14998186214.0
2019/1/14,3531.96,3656.785,3531.96,3621.270833,16583033937.0
2019/1/17,3621.43,3690.523333,3621.43,3690.523333,16423073490.0
2019/1/20,3703.98,3703.98,3540.02,3540.02,15900460175.0
2019/1/23,3587.35,3587.35,3566.4,3586.25,15962472234.0
2019/1/26,3577.79,3577.79,3554.5,3554.5,17577866684.0
2019/1/29,3448.58,3470.0,3421.6,3470.0,17683470391.0
2019/2/1,3444.81,3506.22,3444.81,3506.22,15538487892.0
2019/2/4,3456.02,3467.34,3452.35,3467.34,16042464469.0
2019/2/7,3405.7,3661.08,3394.76,3661.08,18899419429.0
2019/2/10,3664.38,3686.29,3629.47,3629.47,19039697869.0
2019/2/13,3632.42,3632.42,3600.31,3600.31,18801900472.0
2019/2/16,3608.2,3670.74,3608.2,3670.74,22882473195.0
2019/2/19,3910.8,3987.18,3910.8,3987.18,26402128705.0
2019/2/22,3944.88,4139.6,3944.88,4139.6,27543011021.0
2019/2/25,3766.89,3848.33,3766.89,3831.45,25551324747.0
2019/2/28,3833.23,3850.08,3833.23,3834.62,23639801849.0
2019/3/3,3831.44,3831.44,3730.98,3730.98,26456860355.0
2019/3/6,3872.25,3886.82,3872.25,3886.82,29398095992.0
2019/3/9,3875.96,3950.56,3875.96,3928.17,30635273028.0
2019/3/12,3881.09,3892.51,3877.77,3877.77,29759861490.0
2019/3/15,3885.21,4015.95,3885.21,4015.95,27472002978.0
2019/3/18,3994.92,4029.11,3994.92,4029.11,29167790530.0
2019/3/21,4056.4,4056.4,3992.34,3999.06,29662999180.0
2019/3/24,4011.92,4011.92,3935.89,3935.89,30212348763.0
2019/3/27,3947.74,4048.51,3947.74,4037.37,31169713390.0
2019/3/30,4115.55,4115.55,4114.16,4114.16,28935604674.0
2019/4/2,4152.53,4959.81,4152.53,4959.81,62466749638.0
2019/4/5,4911.24,5053.52,4911.24,5053.52,50422536721.0
2019/4/8,5189.39,5268.71,5175.81,5175.81,47380808928.0
2019/4/11,5310.18,5310.18,5035.02,5072.85,41054111929.0
2019/4/14,5064.62,5152.51,5036.18,5036.18,34300767756.0
2019/4/17,5196.65,5276.31,5196.65,5276.31,39475209250.0
2019/4/20,5277.04,5309.28,5277.04,5281.83,41503123393.0
2019/4/23,5377.19,5518.16,5377.19,5434.19,48245624915.0
2019/4/26,5195.61,5292.83,5195.61,5280.19,42743374771.0
2019/4/29,5301.29,5301.29,5260.65,5269.79,41293983482.0
2019/5/2,5326.67,5657.14,5326.67,5657.14,50933021679.0
2019/5/5,5771.08,5771.08,5684.47,5684.47,48572411560.0
2019/5/8,5755.72,6146.91,5755.72,6146.91,51525126079.0
2019/5/11,6348.02,7248.31,6348.02,6978.63,85318568190.0
2019/5/14,7823.11,8206.9,7823.11,8206.9,93542762728.0
2019/5/17,7885.96,7885.96,7265.05,7265.05,77323353507.0
2019/5/20,8193.7,8193.7,7952.5,7952.5,73690122571.0
2019/5/23,7625.93,8003.26,7625.93,8003.26,72633047918.0
2019/5/26,8071.45,8770.06,8071.45,8770.06,78854728922.0
2019/5/29,8719.88,8719.88,8272.46,8272.46,78085199474.0
2019/6/1,8553.81,8739.03,8553.81,8739.03,64759031002.0
2019/6/4,8134.92,8134.92,7675.8,7786.04,65845266089.0
2019/6/7,7803.23,7998.29,7803.23,7931.34,52274872588.0
2019/6/10,7640.61,8020.38,7640.61,7917.58,54830987932.0
2019/6/13,8173.06,8693.6,8173.06,8693.6,56871603279.0
2019/6/16,8859.47,9327.48,8859.47,9327.48,54759712766.0
2019/6/19,9076.18,9531.35,9076.18,9531.35,54017642373.0
2019/6/22,10209.38,10814.48,10209.38,10814.48,70265183728.0
2019/6/25,11017.5,12932.55,11017.5,12932.55,109962892929.0
2019/6/28,11132.85,12374.35,11132.85,11890.38,92268192388.0
2019/7/1,10737.73,10805.4,10578.72,10805.4,91190978841.0
2019/7/4,11984.76,11984.76,10955.16,10955.16,70850798549.0
2019/7/7,11232.04,12313.08,11232.04,12313.08,71019517258.0
2019/7/10,12586.78,12586.78,11352.87,11352.87,85757594731.0
2019/7/13,11803.97,11803.97,10186.96,10186.96,68912663592.0
2019/7/16,10873.5,10873.5,9397.72,9674.28,73908145267.0
2019/7/19,10638.56,10764.9,10535.75,10764.9,58064621932.0
2019/7/22,10587.41,10587.41,9844.3,9844.3,51585066230.0
2019/7/25,9772.17,9875.17,9772.17,9848.65,47135476109.0
2019/7/28,9473.99,9530.0,9473.99,9501.33,41359943548.0
2019/7/31,9589.13,10407.17,9589.13,10407.17,51285952588.0
2019/8/3,10529.55,10980.23,10529.55,10980.23,55759568680.0
2019/8/6,11787.99,11960.82,11465.67,11960.82,65311688031.0
2019/8/9,11996.41,11996.41,11282.22,11282.22,52239716925.0
2019/8/12,11566.84,11566.84,10858.12,10858.12,50319540066.0
2019/8/15,10016.96,10359.44,10016.96,10359.44,56905357863.0
2019/8/18,10214.52,10917.26,10214.52,10917.26,44091160647.0
2019/8/21,10760.56,10760.56,10111.98,10111.98,52197617510.0
2019/8/24,10405.81,10405.81,10135.06,10135.06,48043541340.0
2019/8/27,10360.28,10360.28,9717.82,9717.82,49412278327.0
2019/8/30,9484.55,9600.9,9484.55,9600.9,36495426264.0
2019/9/2,9769.79,10621.29,9769.79,10621.29,53375685052.0
2019/9/5,10584.16,10584.16,10317.47,10317.47,49395180767.0
2019/9/8,10487.21,10487.21,10313.66,10313.66,46173320500.0
2019/9/11,10101.03,10420.16,10101.03,10420.16,44861492026.0
2019/9/14,10363.9,10363.9,10310.43,10310.43,40672314470.0
2019/9/17,10265.63,10265.63,10157.59,10157.59,51411563490.0
2019/9/20,10275.88,10275.88,9979.49,9979.49,41359108143.0
2019/9/23,10033.05,10033.05,8553.61,8553.61,61892540450.0
2019/9/26,8432.23,8432.23,8055.64,8193.9,49808299181.0
2019/9/29,8225.0,8307.74,8056.74,8307.74,45455446705.0
2019/10/2,8322.92,8382.03,8236.17,8236.17,39933992081.0
2019/10/5,8155.48,8155.48,7869.74,7869.74,43371070109.0
2019/10/8,8212.02,8587.92,8190.0,8587.92,52595867036.0
2019/10/11,8586.9,8586.9,8269.73,8308.01,47945308765.0
2019/10/14,8283.76,8353.54,8162.16,8162.16,46443447487.0
2019/10/17,8002.51,8076.78,7954.15,7954.15,43762470494.0
2019/10/20,7960.04,8231.06,7960.04,8222.52,48176376165.0
2019/10/23,8026.76,8026.76,7431.88,7431.88,66916653295.0
2019/10/26,8666.79,9551.54,8666.79,9551.54,108037640442.0
2019/10/29,9218.76,9433.35,9164.62,9164.62,82716965461.0
2019/11/1,9147.98,9301.18,9147.98,9301.18,66699588263.0
2019/11/4,9206.16,9418.05,9206.16,9310.19,75502760447.0
2019/11/7,9343.34,9343.34,8766.04,8766.04,64612052281.0
2019/11/10,8809.41,9037.12,8717.81,8717.81,61163199753.0
2019/11/13,8801.52,8801.52,8632.32,8632.32,58427351851.0
2019/11/16,8457.69,8503.93,8457.69,8503.93,56743499378.0
2019/11/19,8175.99,8175.99,8081.81,8081.81,64362157624.0
2019/11/22,7617.07,7617.07,7286.35,7324.03,85684757492.0
2019/11/25,6907.4,7163.63,6907.4,7163.63,87806149568.0
2019/11/28,7523.83,7757.47,7431.0,7757.47,55918006993.0
2019/12/1,7557.72,7557.72,7309.59,7309.59,50600234954.0
2019/12/4,7296.77,7395.97,7192.85,7395.97,58584792456.0
2019/12/7,7547.19,7547.19,7504.83,7522.39,48735449922.0
2019/12/10,7337.42,7337.42,7202.31,7202.31,53526602108.0
2019/12/13,7189.16,7251.87,7067.74,7067.74,51143896474.0
2019/12/16,7111.14,7111.14,6612.12,6612.12,74413592945.0
2019/12/19,7284.29,7284.29,7150.86,7190.17,67850971764.0
2019/12/22,7143.2,7514.41,7143.2,7322.08,73957948102.0
2019/12/25,7250.69,7250.69,7192.72,7194.4,67123876179.0
2019/12/28,7243.93,7385.36,7243.93,7385.36,66685062400.0
2019/12/31,7219.6,7219.6,7168.31,7175.68,60535694574.0
2020/1/3,6944.33,7347.89,6944.33,7347.89,66280826402.0
2020/1/6,7351.57,8165.47,7351.57,8165.47,83716112190.0
2020/1/9,8042.65,8184.66,7817.92,8184.66,78281739395.0
