date,moeny
2020/8/27-2020/9/3,14399.430468490908
2020/9/4-2020/9/10,14399.430468490908
2020/9/11-2020/9/17,14399.430468490908
2020/9/18-2020/9/24,13546.984184756244
2020/9/25-2020/10/1,13738.177740473817
2020/10/5-2020/10/9,13738.177740473817
2020/10/12-2020/10/16,12924.877618237766
2020/10/19-2020/10/23,13675.445815621762
2020/10/26-2020/10/30,13675.445815621762
2020/11/2-2020/11/6,13675.445815621762
2020/11/9-2020/11/13,13675.445815621762
2020/11/16-2020/11/20,13675.445815621762
2020/11/23-2020/11/27,13675.445815621762
2020/11/30-2020/12/4,13132.530616741578
2020/12/7-2020/12/11,13858.245338066154
2020/12/14-2020/12/18,13858.245338066154
2020/12/21-2020/12/29,13858.245338066154
2020/12/30-2021/1/6,13037.837214052637
2021/1/7-2021/1/13,13965.654249870524
2021/1/14-2021/1/20,13138.887518278187
2021/1/21-2021/1/28,15175.578011915217
2021/1/29-2021/2/4,14277.183793609835
2021/2/5-2021/2/11,15341.507158976981
2021/2/12-2021/2/18,14433.289935165543
2021/2/19-2021/2/25,16773.211070805846
2021/2/26-2021/3/4,15780.236975414138
2021/3/5-2021/3/11,17046.256860500504
2021/3/12-2021/3/18,16037.118454358872
2021/3/19-2021/3/25,20358.228841960296
2021/3/26-2021/4/1,19153.021694516246
2021/4/6-2021/4/12,23319.420896514832
2021/4/13-2021/4/19,23319.420896514832
2021/4/20-2021/4/26,23319.420896514832
2021/4/27-2021/5/4,21938.91117944115
2021/5/5-2021/5/11,23455.073086173885
2021/5/12-2021/5/18,22066.53275947239
2021/5/19-2021/5/25,26478.31184131043
2021/5/26-2021/6/2,26478.31184131043
2021/6/3-2021/6/9,24910.795780304852
2021/6/10-2021/6/16,26381.894781889965
2021/6/17-2021/6/23,26381.894781889965
2021/6/24-2021/6/30,26381.894781889965
2021/7/1-2021/7/7,24820.08661080208
2021/7/8-2021/7/14,25358.821429866795
2021/7/15-2021/7/21,23857.57920121868
2021/7/22-2021/7/28,23982.54272168091
2021/7/29-2021/8/4,22562.7761925574
2021/8/5-2021/8/11,26050.928289141822
2021/8/12-2021/8/18,26050.928289141822
2021/8/19-2021/8/25,26050.928289141822
2021/8/26-2021/9/2,26050.928289141822
2021/9/3-2021/9/9,24508.713334424625
