date,moeny
2019/4/30-2019/5/6,25755.11991417035
2019/5/7-2019/5/13,26555.850157675653
2019/5/14-2019/5/20,26555.850157675653
2019/5/21-2019/5/28,25504.238491431697
2019/5/29-2019/6/4,26155.9699641783
2019/6/5-2019/6/11,25120.19355359684
2019/6/12-2019/6/18,25175.369776990618
2019/6/19-2019/6/25,24674.379918428505
2019/6/26-2019/7/2,25774.037934956064
2019/7/3-2019/7/9,24753.386032731803
2019/7/10-2019/7/16,31089.538789084585
2019/7/17-2019/7/23,29858.393053036834
2019/7/24-2019/7/30,33172.59022414631
2019/7/31-2019/8/6,33172.59022414631
2019/8/7-2019/8/13,31858.955651270117
2019/8/14-2019/8/21,35587.1090917497
2019/8/22-2019/8/28,34177.859571716406
2019/8/29-2019/9/4,38091.83914845161
2019/9/5-2019/9/11,36583.40231817293
2019/9/12-2019/9/18,37094.955799828276
2019/9/19-2019/9/25,37094.955799828276
2019/9/26-2019/10/3,35625.99555015507
2019/10/4-2019/10/10,40667.11308507193
2019/10/11-2019/10/17,40667.11308507193
2019/10/18-2019/10/24,39056.69540690308
2019/10/25-2019/10/31,38786.287252709226
2019/11/1-2019/11/7,37250.35027750194
2019/11/8-2019/11/14,40689.1276790427
2019/11/15-2019/11/21,40689.1276790427
2019/11/22-2019/11/28,40689.1276790427
2019/11/29-2019/12/5,40689.1276790427
2019/12/6-2019/12/12,39077.83822295261
2019/12/13-2019/12/19,39846.7627922359
2019/12/20-2019/12/30,38268.83098566336
2020/1/8-2020/1/14,44517.58045952603
2020/1/15-2020/1/21,44517.58045952603
2020/1/22-2020/1/28,44517.58045952603
2020/1/29-2020/2/4,44517.58045952603
2020/2/5-2020/2/11,42754.6842733288
2020/2/12-2020/2/18,44118.870679970256
2020/2/19-2020/2/25,44118.870679970256
2020/2/26-2020/3/3,42371.763401043434
2020/3/4-2020/3/10,42824.153170084566
2020/3/11-2020/3/17,41128.316704549216
2020/3/18-2020/3/24,41392.062674401175
2020/3/25-2020/3/31,39752.936992494884
2020/4/1-2020/4/9,44160.43136618921
2020/4/13-2020/4/20,42411.67828408811
2020/4/21-2020/4/27,47763.100910639616
2020/4/28-2020/5/4,45871.68211457828
2020/5/5-2020/5/12,45858.023103459214
2020/5/13-2020/5/19,45858.023103459214
2020/5/20-2020/5/27,44042.04538856223
2020/5/28-2020/6/3,45922.90361640575
2020/6/4-2020/6/10,44104.356633196076
2020/6/11-2020/6/17,52842.743475161675
2020/6/18-2020/6/24,50750.170833545264
2020/6/25-2020/7/1,55700.72295980077
2020/7/2-2020/7/8,53494.97433059265
2020/7/9-2020/7/15,56349.654195909665
2020/7/16-2020/7/22,54118.20788975164
2020/7/23-2020/7/29,64328.203160626246
2020/7/30-2020/8/5,63048.07191772978
2020/8/6-2020/8/12,66574.62869498384
2020/8/13-2020/8/19,63938.27339866248
2020/8/20-2020/8/26,67559.17959360413
2020/8/27-2020/9/3,67559.17959360413
2020/9/4-2020/9/10,67559.17959360413
2020/9/11-2020/9/17,67559.17959360413
2020/9/18-2020/9/24,64883.8360816974
2020/9/25-2020/10/1,65799.56545436582
2020/10/5-2020/10/9,65799.56545436582
2020/10/12-2020/10/16,63193.90266237293
2020/10/19-2020/10/23,66863.67308557822
2020/10/26-2020/10/30,66863.67308557822
2020/11/2-2020/11/6,66863.67308557822
2020/11/9-2020/11/13,66863.67308557822
2020/11/16-2020/11/20,66863.67308557822
2020/11/23-2020/11/27,66863.67308557822
2020/11/30-2020/12/4,65533.08599117521
2020/12/7-2020/12/11,69154.49961095364
2020/12/14-2020/12/18,69154.49961095364
2020/12/21-2020/12/29,69154.49961095364
2020/12/30-2021/1/6,66415.98142635988
2021/1/7-2021/1/13,71142.36955394925
2021/1/14-2021/1/20,68325.13171961285
2021/1/21-2021/1/28,78916.37439950068
2021/1/29-2021/2/4,75791.28597328045
2021/2/5-2021/2/11,81441.3103561486
2021/2/12-2021/2/18,78216.23446604512
2021/2/19-2021/2/25,90896.62964963967
2021/2/26-2021/3/4,87297.12311551392
2021/3/5-2021/3/11,94300.81348767155
2021/3/12-2021/3/18,90566.50127355974
2021/3/19-2021/3/25,114969.13012085923
2021/3/26-2021/4/1,110416.3525680732
2021/4/6-2021/4/12,134435.4661348338
2021/4/13-2021/4/19,134435.4661348338
2021/4/20-2021/4/26,134435.4661348338
2021/4/27-2021/5/4,129111.8216758944
2021/5/5-2021/5/11,138034.52636860954
2021/5/12-2021/5/18,132568.3591244126
2021/5/19-2021/5/25,159072.85441933453
2021/5/26-2021/6/2,159072.85441933453
2021/6/3-2021/6/9,152773.56938432888
2021/6/10-2021/6/16,161795.563196649
2021/6/17-2021/6/23,161795.563196649
2021/6/24-2021/6/30,161795.563196649
2021/7/1-2021/7/7,155388.4588940617
2021/7/8-2021/7/14,158761.2582964056
2021/7/15-2021/7/21,152474.31246786795
2021/7/22-2021/7/28,153272.95707071474
2021/7/29-2021/8/4,147203.34797071444
2021/8/5-2021/8/11,169960.6391154835
2021/8/12-2021/8/18,169960.6391154835
2021/8/19-2021/8/25,169960.6391154835
2021/8/26-2021/9/2,169960.6391154835
2021/9/3-2021/9/9,163230.19780651035
